"tcs_customer_id";"bad";"sample_type"
10902;0;"train"
10903;NA;"test"
10904;1;"train"
10905;0;"train"
10906;NA;"test"
10907;0;"train"
10908;NA;"test"
10909;0;"train"
10910;0;"train"
10911;0;"train"
10912;NA;"test"
10913;NA;"test"
10914;NA;"test"
10915;NA;"test"
10916;0;"train"
10917;0;"train"
10918;0;"train"
10919;0;"train"
10920;NA;"test"
10921;0;"train"
10922;0;"train"
10923;NA;"test"
10924;0;"train"
10925;0;"train"
10926;1;"train"
10927;0;"train"
10928;NA;"test"
10929;NA;"test"
10930;NA;"test"
10931;0;"train"
10932;NA;"test"
10933;NA;"test"
10934;0;"train"
10935;0;"train"
10936;0;"train"
10937;0;"train"
10938;0;"train"
10939;NA;"test"
10940;0;"train"
10941;0;"train"
10942;0;"train"
10943;0;"train"
10944;NA;"test"
10945;NA;"test"
10946;1;"train"
10947;NA;"test"
10948;0;"train"
10949;0;"train"
10950;0;"train"
10951;1;"train"
10952;NA;"test"
10953;0;"train"
10954;0;"train"
10955;1;"train"
10956;NA;"test"
10957;0;"train"
10958;0;"train"
10959;NA;"test"
10960;NA;"test"
10961;0;"train"
10962;0;"train"
10963;0;"train"
10964;1;"train"
10965;1;"train"
10966;0;"train"
10967;0;"train"
10968;0;"train"
10969;NA;"test"
10970;0;"train"
10971;NA;"test"
10972;0;"train"
10973;NA;"test"
10974;0;"train"
10975;0;"train"
10976;0;"train"
10977;0;"train"
10978;1;"train"
10979;0;"train"
10980;NA;"test"
10981;NA;"test"
10982;0;"train"
10983;NA;"test"
10984;1;"train"
10985;0;"train"
10986;0;"train"
10987;0;"train"
10988;0;"train"
10989;NA;"test"
10990;0;"train"
10991;0;"train"
10992;NA;"test"
10993;0;"train"
10994;NA;"test"
10995;0;"train"
10996;NA;"test"
10997;1;"train"
10998;0;"train"
10999;NA;"test"
11000;NA;"test"
11001;0;"train"
11002;0;"train"
11003;NA;"test"
11004;0;"train"
11005;NA;"test"
11006;0;"train"
11007;0;"train"
11008;0;"train"
11009;0;"train"
11010;0;"train"
11011;NA;"test"
11012;1;"train"
11013;0;"train"
11014;0;"train"
11015;1;"train"
11016;0;"train"
11017;0;"train"
11018;0;"train"
11019;0;"train"
11020;NA;"test"
11021;NA;"test"
11022;1;"train"
11023;0;"train"
11024;1;"train"
11025;NA;"test"
11026;0;"train"
11027;0;"train"
11028;0;"train"
11029;NA;"test"
11030;NA;"test"
11031;NA;"test"
11032;1;"train"
11033;0;"train"
11034;NA;"test"
11035;1;"train"
11036;0;"train"
11037;1;"train"
11038;NA;"test"
11039;NA;"test"
11040;0;"train"
11041;NA;"test"
11042;0;"train"
11043;0;"train"
11044;NA;"test"
11045;0;"train"
11046;0;"train"
11047;0;"train"
11048;NA;"test"
11049;0;"train"
11050;0;"train"
11051;NA;"test"
11052;1;"train"
11053;1;"train"
11054;NA;"test"
11055;0;"train"
11056;NA;"test"
11057;0;"train"
11058;0;"train"
11059;0;"train"
11060;0;"train"
11061;NA;"test"
11062;0;"train"
11063;1;"train"
11064;0;"train"
11065;NA;"test"
11066;NA;"test"
11067;0;"train"
11068;0;"train"
11069;0;"train"
11070;0;"train"
11071;NA;"test"
11072;0;"train"
11073;1;"train"
11074;NA;"test"
11075;0;"train"
11076;0;"train"
11077;0;"train"
11078;NA;"test"
11079;0;"train"
11080;0;"train"
11081;NA;"test"
11082;0;"train"
11083;NA;"test"
11084;NA;"test"
11085;NA;"test"
11086;NA;"test"
11087;NA;"test"
11088;NA;"test"
11089;NA;"test"
11090;NA;"test"
11091;0;"train"
11092;NA;"test"
11093;NA;"test"
11094;0;"train"
11095;NA;"test"
11096;NA;"test"
11097;0;"train"
11098;0;"train"
11099;0;"train"
11100;NA;"test"
11101;NA;"test"
11102;NA;"test"
11103;0;"train"
11104;0;"train"
11105;0;"train"
11106;NA;"test"
11107;NA;"test"
11108;NA;"test"
11109;0;"train"
11110;0;"train"
11111;NA;"test"
11112;0;"train"
11113;0;"train"
11114;0;"train"
11115;0;"train"
11116;NA;"test"
11117;0;"train"
11118;NA;"test"
11119;0;"train"
11120;1;"train"
11121;0;"train"
11122;0;"train"
11123;NA;"test"
11124;0;"train"
11125;NA;"test"
11126;0;"train"
11127;NA;"test"
11128;NA;"test"
11129;0;"train"
11130;NA;"test"
11131;0;"train"
11132;0;"train"
11133;NA;"test"
11134;NA;"test"
11135;0;"train"
11136;NA;"test"
11137;NA;"test"
11138;NA;"test"
11139;0;"train"
11140;0;"train"
11141;0;"train"
11142;0;"train"
11143;0;"train"
11144;NA;"test"
11145;0;"train"
11146;1;"train"
11147;1;"train"
11148;0;"train"
11149;0;"train"
11150;NA;"test"
11151;0;"train"
11152;NA;"test"
11153;0;"train"
11154;0;"train"
11155;0;"train"
11156;0;"train"
11157;0;"train"
11158;0;"train"
11159;0;"train"
11160;0;"train"
11161;0;"train"
11162;0;"train"
11163;0;"train"
11164;NA;"test"
11165;0;"train"
11166;NA;"test"
11167;0;"train"
11168;NA;"test"
11169;0;"train"
11170;0;"train"
11171;1;"train"
11172;0;"train"
11173;0;"train"
11174;NA;"test"
11175;0;"train"
11176;0;"train"
11177;0;"train"
11178;0;"train"
11179;NA;"test"
11180;NA;"test"
11181;0;"train"
11182;0;"train"
11183;0;"train"
11184;0;"train"
11185;0;"train"
11186;0;"train"
11187;NA;"test"
11188;NA;"test"
11189;NA;"test"
11190;NA;"test"
11191;NA;"test"
11192;NA;"test"
11193;NA;"test"
11194;NA;"test"
11195;NA;"test"
11196;0;"train"
11197;0;"train"
11198;0;"train"
11199;NA;"test"
11200;0;"train"
11201;NA;"test"
11202;NA;"test"
11203;0;"train"
11204;NA;"test"
11205;0;"train"
11206;0;"train"
11207;0;"train"
11208;1;"train"
11209;0;"train"
11210;0;"train"
11211;0;"train"
11212;0;"train"
11213;0;"train"
11214;NA;"test"
11215;0;"train"
11216;0;"train"
11217;NA;"test"
11218;0;"train"
11219;1;"train"
11220;0;"train"
11221;0;"train"
11222;0;"train"
11223;1;"train"
11224;NA;"test"
11225;0;"train"
11226;NA;"test"
11227;0;"train"
11228;0;"train"
11229;0;"train"
11230;NA;"test"
11231;NA;"test"
11232;0;"train"
11233;NA;"test"
11234;0;"train"
11235;0;"train"
11236;0;"train"
11237;NA;"test"
11238;NA;"test"
11239;0;"train"
11240;0;"train"
11241;0;"train"
11242;NA;"test"
11243;NA;"test"
11244;NA;"test"
11245;1;"train"
11246;1;"train"
11247;0;"train"
11248;NA;"test"
11249;0;"train"
11250;NA;"test"
11251;0;"train"
11252;NA;"test"
11253;0;"train"
11254;1;"train"
11255;0;"train"
11256;0;"train"
11257;NA;"test"
11258;0;"train"
11259;0;"train"
11260;NA;"test"
11261;0;"train"
11262;0;"train"
11263;NA;"test"
11264;0;"train"
11265;NA;"test"
11266;NA;"test"
11267;0;"train"
11268;NA;"test"
11269;NA;"test"
11270;NA;"test"
11271;0;"train"
11272;0;"train"
11273;0;"train"
11274;0;"train"
11275;0;"train"
11276;1;"train"
11277;NA;"test"
11278;NA;"test"
11279;NA;"test"
11280;NA;"test"
11281;0;"train"
11282;0;"train"
11283;0;"train"
11284;NA;"test"
11285;0;"train"
11286;0;"train"
11287;0;"train"
11288;0;"train"
11289;0;"train"
11290;0;"train"
11291;NA;"test"
11292;NA;"test"
11293;NA;"test"
11294;0;"train"
11295;0;"train"
11296;0;"train"
11297;NA;"test"
11298;1;"train"
11299;0;"train"
11300;0;"train"
11301;NA;"test"
11302;0;"train"
11303;0;"train"
11304;0;"train"
11305;0;"train"
11306;NA;"test"
11307;0;"train"
11308;0;"train"
11309;0;"train"
11310;0;"train"
11311;0;"train"
11312;NA;"test"
11313;0;"train"
11314;NA;"test"
11315;0;"train"
11316;NA;"test"
11317;0;"train"
11318;0;"train"
11319;NA;"test"
11320;1;"train"
11321;0;"train"
11322;0;"train"
11323;0;"train"
11324;0;"train"
11325;0;"train"
11326;0;"train"
11327;0;"train"
11328;0;"train"
11329;NA;"test"
11330;1;"train"
11331;NA;"test"
11332;0;"train"
11333;NA;"test"
11334;0;"train"
11335;0;"train"
11336;0;"train"
11337;0;"train"
11338;0;"train"
11339;0;"train"
11340;NA;"test"
11341;0;"train"
11342;0;"train"
11343;NA;"test"
11344;0;"train"
11345;NA;"test"
11346;0;"train"
11347;1;"train"
11348;0;"train"
11349;0;"train"
11350;0;"train"
11351;1;"train"
11352;NA;"test"
11353;1;"train"
11354;0;"train"
11355;NA;"test"
11356;NA;"test"
11357;NA;"test"
11358;NA;"test"
11359;0;"train"
11360;0;"train"
11361;0;"train"
11362;0;"train"
11363;1;"train"
11364;NA;"test"
11365;0;"train"
11366;0;"train"
11367;0;"train"
11368;0;"train"
11369;NA;"test"
11370;1;"train"
11371;0;"train"
11372;NA;"test"
11373;NA;"test"
11374;1;"train"
11375;0;"train"
11376;0;"train"
11377;NA;"test"
11378;0;"train"
11379;0;"train"
11380;NA;"test"
11381;1;"train"
11382;NA;"test"
11383;1;"train"
11384;0;"train"
11385;0;"train"
11386;0;"train"
11387;0;"train"
11388;NA;"test"
11389;NA;"test"
11390;0;"train"
11391;0;"train"
11392;NA;"test"
11393;0;"train"
11394;0;"train"
11395;0;"train"
11396;NA;"test"
11397;0;"train"
11398;NA;"test"
11399;1;"train"
11400;NA;"test"
11401;NA;"test"
11402;NA;"test"
11403;1;"train"
11404;NA;"test"
11405;NA;"test"
11406;0;"train"
11407;0;"train"
11408;0;"train"
11409;NA;"test"
11410;NA;"test"
11411;0;"train"
11412;0;"train"
11413;NA;"test"
11414;0;"train"
11415;1;"train"
11416;0;"train"
11417;0;"train"
11418;0;"train"
11419;1;"train"
11420;NA;"test"
11421;0;"train"
11422;0;"train"
11423;0;"train"
11424;0;"train"
11425;0;"train"
11426;0;"train"
11427;0;"train"
11428;NA;"test"
11429;0;"train"
11430;0;"train"
11431;0;"train"
11432;NA;"test"
11433;NA;"test"
11434;NA;"test"
11435;0;"train"
11436;0;"train"
11437;NA;"test"
11438;0;"train"
11439;0;"train"
11440;0;"train"
11441;0;"train"
11442;0;"train"
11443;0;"train"
11444;NA;"test"
11445;0;"train"
11446;0;"train"
11447;NA;"test"
11448;1;"train"
11449;0;"train"
11450;NA;"test"
11451;0;"train"
11452;NA;"test"
11453;0;"train"
11454;NA;"test"
11455;0;"train"
11456;0;"train"
11457;0;"train"
11458;1;"train"
11459;NA;"test"
11460;1;"train"
11461;0;"train"
11462;NA;"test"
11463;NA;"test"
11464;0;"train"
11465;NA;"test"
11466;0;"train"
11467;0;"train"
11468;NA;"test"
11469;0;"train"
11470;0;"train"
11471;0;"train"
11472;NA;"test"
11473;0;"train"
11474;0;"train"
11475;0;"train"
11476;NA;"test"
11477;0;"train"
11478;1;"train"
11479;NA;"test"
11480;0;"train"
11481;1;"train"
11482;NA;"test"
11483;0;"train"
11484;0;"train"
11485;0;"train"
11486;NA;"test"
11487;0;"train"
11488;0;"train"
11489;0;"train"
11490;0;"train"
11491;NA;"test"
11492;NA;"test"
11493;0;"train"
11494;0;"train"
11495;NA;"test"
11496;0;"train"
11497;NA;"test"
11498;NA;"test"
11499;0;"train"
11500;0;"train"
11501;0;"train"
11502;0;"train"
11503;0;"train"
11504;0;"train"
11505;NA;"test"
11506;0;"train"
11507;0;"train"
11508;0;"train"
11509;0;"train"
11510;0;"train"
11511;NA;"test"
11512;NA;"test"
11513;0;"train"
11514;0;"train"
11515;0;"train"
11516;0;"train"
11517;0;"train"
11518;1;"train"
11519;NA;"test"
11520;1;"train"
11521;0;"train"
11522;0;"train"
11523;1;"train"
11524;0;"train"
11525;0;"train"
11526;0;"train"
11527;0;"train"
11528;NA;"test"
11529;0;"train"
11530;0;"train"
11531;NA;"test"
11532;0;"train"
11533;NA;"test"
11534;0;"train"
11535;0;"train"
11536;0;"train"
11537;NA;"test"
11538;NA;"test"
11539;0;"train"
11540;0;"train"
11541;0;"train"
11542;1;"train"
11543;0;"train"
11544;NA;"test"
11545;0;"train"
11546;0;"train"
11547;0;"train"
11548;NA;"test"
11549;0;"train"
11550;0;"train"
11551;NA;"test"
11552;0;"train"
11553;0;"train"
11554;0;"train"
11555;0;"train"
11556;0;"train"
11557;0;"train"
11558;0;"train"
11559;NA;"test"
11560;0;"train"
11561;0;"train"
11562;0;"train"
11563;0;"train"
11564;0;"train"
11565;NA;"test"
11566;0;"train"
11567;NA;"test"
11568;1;"train"
11569;1;"train"
11570;0;"train"
11571;1;"train"
11572;0;"train"
11573;NA;"test"
11574;0;"train"
11575;NA;"test"
11576;0;"train"
11577;NA;"test"
11578;0;"train"
11579;0;"train"
11580;NA;"test"
11581;0;"train"
11582;0;"train"
11583;0;"train"
11584;0;"train"
11585;0;"train"
11586;0;"train"
11587;0;"train"
11588;0;"train"
11589;0;"train"
11590;0;"train"
11591;0;"train"
11592;0;"train"
11593;1;"train"
11594;0;"train"
11595;0;"train"
11596;NA;"test"
11597;NA;"test"
11598;NA;"test"
11599;NA;"test"
11600;0;"train"
11601;NA;"test"
11602;NA;"test"
11603;0;"train"
11604;NA;"test"
11605;NA;"test"
11606;NA;"test"
11607;0;"train"
11608;1;"train"
11609;NA;"test"
11610;1;"train"
11611;1;"train"
11612;NA;"test"
11613;0;"train"
11614;0;"train"
11615;0;"train"
11616;1;"train"
11617;1;"train"
11618;0;"train"
11619;0;"train"
11620;NA;"test"
11621;0;"train"
11622;NA;"test"
11623;0;"train"
11624;NA;"test"
11625;0;"train"
11626;0;"train"
11627;0;"train"
11628;NA;"test"
11629;0;"train"
11630;NA;"test"
11631;0;"train"
11632;0;"train"
11633;0;"train"
11634;1;"train"
11635;NA;"test"
11636;0;"train"
11637;0;"train"
11638;1;"train"
11639;NA;"test"
11640;NA;"test"
11641;NA;"test"
11642;NA;"test"
11643;0;"train"
11644;0;"train"
11645;0;"train"
11646;NA;"test"
11647;NA;"test"
11648;1;"train"
11649;0;"train"
11650;0;"train"
11651;0;"train"
11652;0;"train"
11653;0;"train"
11654;NA;"test"
11655;0;"train"
11656;NA;"test"
11657;0;"train"
11658;NA;"test"
11659;NA;"test"
11660;1;"train"
11661;NA;"test"
11662;1;"train"
11663;0;"train"
11664;1;"train"
11665;NA;"test"
11666;0;"train"
11667;0;"train"
11668;0;"train"
11669;NA;"test"
11670;0;"train"
11671;0;"train"
11672;NA;"test"
11673;NA;"test"
11674;NA;"test"
11675;1;"train"
11676;NA;"test"
11677;NA;"test"
11678;0;"train"
11679;NA;"test"
11680;NA;"test"
11681;0;"train"
11682;0;"train"
11683;0;"train"
11684;0;"train"
11685;1;"train"
11686;0;"train"
11687;0;"train"
11688;0;"train"
11689;0;"train"
11690;0;"train"
11691;NA;"test"
11692;0;"train"
11693;NA;"test"
11694;0;"train"
11695;0;"train"
11696;0;"train"
11697;0;"train"
11698;0;"train"
11699;0;"train"
11700;NA;"test"
11701;0;"train"
11702;NA;"test"
11703;0;"train"
11704;NA;"test"
11705;0;"train"
11706;0;"train"
11707;0;"train"
11708;0;"train"
11709;0;"train"
11710;NA;"test"
11711;NA;"test"
11712;0;"train"
11713;NA;"test"
11714;0;"train"
11715;NA;"test"
11716;1;"train"
11717;0;"train"
11718;NA;"test"
11719;0;"train"
11720;0;"train"
11721;0;"train"
11722;NA;"test"
11723;0;"train"
11724;0;"train"
11725;0;"train"
11726;0;"train"
11727;0;"train"
11728;0;"train"
11729;1;"train"
11730;NA;"test"
11731;1;"train"
11732;0;"train"
11733;0;"train"
11734;NA;"test"
11735;0;"train"
11736;0;"train"
11737;0;"train"
11738;NA;"test"
11739;1;"train"
11740;0;"train"
11741;NA;"test"
11742;NA;"test"
11743;0;"train"
11744;0;"train"
11745;0;"train"
11746;0;"train"
11747;0;"train"
11748;0;"train"
11749;0;"train"
11750;NA;"test"
11751;NA;"test"
11752;1;"train"
11753;0;"train"
11754;0;"train"
11755;0;"train"
11756;0;"train"
11757;NA;"test"
11758;NA;"test"
11759;0;"train"
11760;NA;"test"
11761;0;"train"
11762;NA;"test"
11763;0;"train"
11764;0;"train"
11765;0;"train"
11766;NA;"test"
11767;0;"train"
11768;0;"train"
11769;NA;"test"
11770;NA;"test"
11771;0;"train"
11772;0;"train"
11773;0;"train"
11774;NA;"test"
11775;NA;"test"
11776;0;"train"
11777;NA;"test"
11778;NA;"test"
11779;0;"train"
11780;0;"train"
11781;0;"train"
11782;0;"train"
11783;1;"train"
11784;NA;"test"
11785;0;"train"
11786;NA;"test"
11787;1;"train"
11788;0;"train"
11789;NA;"test"
11790;NA;"test"
11791;1;"train"
11792;NA;"test"
11793;0;"train"
11794;NA;"test"
11795;NA;"test"
11796;NA;"test"
11797;NA;"test"
11798;1;"train"
11799;1;"train"
11800;NA;"test"
11801;0;"train"
11802;1;"train"
11803;NA;"test"
11804;NA;"test"
11805;0;"train"
11806;0;"train"
11807;0;"train"
11808;0;"train"
11809;0;"train"
11810;1;"train"
11811;0;"train"
11812;0;"train"
11813;0;"train"
11814;NA;"test"
11815;0;"train"
11816;0;"train"
11817;NA;"test"
11818;0;"train"
11819;NA;"test"
11820;0;"train"
11821;0;"train"
11822;0;"train"
11823;0;"train"
11824;1;"train"
11825;NA;"test"
11826;0;"train"
11827;NA;"test"
11828;NA;"test"
11829;0;"train"
11830;0;"train"
11831;0;"train"
11832;0;"train"
11833;NA;"test"
11834;1;"train"
11835;0;"train"
11836;0;"train"
11837;0;"train"
11838;NA;"test"
11839;NA;"test"
11840;0;"train"
11841;0;"train"
11842;0;"train"
11843;0;"train"
11844;NA;"test"
11845;0;"train"
11846;0;"train"
11847;0;"train"
11848;0;"train"
11849;0;"train"
11850;0;"train"
11851;0;"train"
11852;0;"train"
11853;0;"train"
11854;0;"train"
11855;NA;"test"
11856;NA;"test"
11857;NA;"test"
11858;NA;"test"
11859;NA;"test"
11860;NA;"test"
11861;NA;"test"
11862;0;"train"
11863;0;"train"
11864;0;"train"
11865;NA;"test"
11866;0;"train"
11867;0;"train"
11868;0;"train"
11869;NA;"test"
11870;NA;"test"
11871;NA;"test"
11872;0;"train"
11873;0;"train"
11874;0;"train"
11875;NA;"test"
11876;0;"train"
11877;0;"train"
11878;0;"train"
11879;0;"train"
11880;0;"train"
11881;0;"train"
11882;0;"train"
11883;0;"train"
11884;0;"train"
11885;NA;"test"
11886;0;"train"
11887;0;"train"
11888;0;"train"
11889;0;"train"
11890;1;"train"
11891;NA;"test"
11892;0;"train"
11893;1;"train"
11894;1;"train"
11895;NA;"test"
11896;0;"train"
11897;0;"train"
11898;0;"train"
11899;0;"train"
11900;0;"train"
11901;0;"train"
11902;0;"train"
11903;NA;"test"
11904;1;"train"
11905;0;"train"
11906;0;"train"
11907;0;"train"
11908;0;"train"
11909;NA;"test"
11910;0;"train"
11911;NA;"test"
11912;NA;"test"
11913;0;"train"
11914;NA;"test"
11915;0;"train"
11916;0;"train"
11917;0;"train"
11918;0;"train"
11919;0;"train"
11920;0;"train"
11921;0;"train"
11922;NA;"test"
11923;0;"train"
11924;NA;"test"
11925;0;"train"
11926;1;"train"
11927;0;"train"
11928;0;"train"
11929;NA;"test"
11930;0;"train"
11931;0;"train"
11932;0;"train"
11933;NA;"test"
11934;NA;"test"
11935;0;"train"
11936;0;"train"
11937;0;"train"
11938;NA;"test"
11939;0;"train"
11940;NA;"test"
11941;0;"train"
11942;0;"train"
11943;0;"train"
11944;0;"train"
11945;0;"train"
11946;NA;"test"
11947;0;"train"
11948;0;"train"
11949;1;"train"
11950;1;"train"
11951;0;"train"
11952;1;"train"
11953;0;"train"
11954;0;"train"
11955;NA;"test"
11956;0;"train"
11957;0;"train"
11958;NA;"test"
11959;0;"train"
11960;1;"train"
11961;NA;"test"
11962;1;"train"
11963;NA;"test"
11964;1;"train"
11965;NA;"test"
11966;0;"train"
11967;NA;"test"
11968;0;"train"
11969;0;"train"
11970;0;"train"
11971;0;"train"
11972;NA;"test"
11973;0;"train"
11974;0;"train"
11975;0;"train"
11976;0;"train"
11977;0;"train"
11978;0;"train"
11979;0;"train"
11980;0;"train"
11981;0;"train"
11982;0;"train"
11983;1;"train"
11984;0;"train"
11985;0;"train"
11986;0;"train"
11987;0;"train"
11988;0;"train"
11989;NA;"test"
11990;0;"train"
11991;NA;"test"
11992;0;"train"
11993;0;"train"
11994;0;"train"
11995;NA;"test"
11996;0;"train"
11997;0;"train"
11998;0;"train"
11999;0;"train"
12000;0;"train"
12001;0;"train"
12002;0;"train"
12003;NA;"test"
12004;NA;"test"
12005;0;"train"
12006;NA;"test"
12007;1;"train"
12008;NA;"test"
12009;0;"train"
12010;0;"train"
12011;NA;"test"
12012;NA;"test"
12013;0;"train"
12014;0;"train"
12015;0;"train"
12016;0;"train"
12017;1;"train"
12018;0;"train"
12019;0;"train"
12020;0;"train"
12021;0;"train"
12022;0;"train"
12023;0;"train"
12024;0;"train"
12025;0;"train"
12026;1;"train"
12027;1;"train"
12028;0;"train"
12029;1;"train"
12030;0;"train"
12031;NA;"test"
12032;0;"train"
12033;0;"train"
12034;0;"train"
12035;0;"train"
12036;NA;"test"
12037;0;"train"
12038;NA;"test"
12039;0;"train"
12040;NA;"test"
12041;NA;"test"
12042;0;"train"
12043;0;"train"
12044;0;"train"
12045;NA;"test"
12046;0;"train"
12047;0;"train"
12048;NA;"test"
12049;0;"train"
12050;0;"train"
12051;NA;"test"
12052;0;"train"
12053;0;"train"
12054;0;"train"
12055;0;"train"
12056;0;"train"
12057;0;"train"
12058;0;"train"
12059;0;"train"
12060;NA;"test"
12061;0;"train"
12062;NA;"test"
12063;0;"train"
12064;0;"train"
12065;0;"train"
12066;NA;"test"
12067;0;"train"
12068;0;"train"
12069;NA;"test"
12070;0;"train"
12071;0;"train"
12072;0;"train"
12073;NA;"test"
12074;0;"train"
12075;0;"train"
12076;0;"train"
12077;NA;"test"
12078;0;"train"
12079;NA;"test"
12080;0;"train"
12081;0;"train"
12082;0;"train"
12083;0;"train"
12084;1;"train"
12085;NA;"test"
12086;0;"train"
12087;NA;"test"
12088;0;"train"
12089;1;"train"
12090;NA;"test"
12091;0;"train"
12092;1;"train"
12093;NA;"test"
12094;NA;"test"
12095;0;"train"
12096;0;"train"
12097;0;"train"
12098;0;"train"
12099;NA;"test"
12100;0;"train"
12101;0;"train"
12102;NA;"test"
12103;NA;"test"
12104;NA;"test"
12105;NA;"test"
12106;0;"train"
12107;0;"train"
12108;1;"train"
12109;0;"train"
12110;0;"train"
12111;1;"train"
12112;1;"train"
12113;0;"train"
12114;0;"train"
12115;NA;"test"
12116;0;"train"
12117;0;"train"
12118;0;"train"
12119;0;"train"
12120;NA;"test"
12121;1;"train"
12122;0;"train"
12123;0;"train"
12124;NA;"test"
12125;0;"train"
12126;0;"train"
12127;0;"train"
12128;0;"train"
12129;0;"train"
12130;1;"train"
12131;NA;"test"
12132;0;"train"
12133;0;"train"
12134;0;"train"
12135;1;"train"
12136;0;"train"
12137;NA;"test"
12138;0;"train"
12139;NA;"test"
12140;NA;"test"
12141;0;"train"
12142;0;"train"
12143;1;"train"
12144;0;"train"
12145;0;"train"
12146;0;"train"
12147;NA;"test"
12148;NA;"test"
12149;0;"train"
12150;NA;"test"
12151;0;"train"
12152;1;"train"
12153;0;"train"
12154;NA;"test"
12155;0;"train"
12156;NA;"test"
12157;0;"train"
12158;0;"train"
12159;0;"train"
12160;0;"train"
12161;NA;"test"
12162;NA;"test"
12163;0;"train"
12164;1;"train"
12165;NA;"test"
12166;NA;"test"
12167;0;"train"
12168;0;"train"
12169;0;"train"
12170;NA;"test"
12171;0;"train"
12172;0;"train"
12173;NA;"test"
12174;0;"train"
12175;0;"train"
12176;0;"train"
12177;1;"train"
12178;NA;"test"
12179;NA;"test"
12180;0;"train"
12181;NA;"test"
12182;0;"train"
12183;0;"train"
12184;NA;"test"
12185;NA;"test"
12186;0;"train"
12187;0;"train"
12188;0;"train"
12189;NA;"test"
12190;1;"train"
12191;0;"train"
12192;0;"train"
12193;NA;"test"
12194;0;"train"
12195;0;"train"
12196;0;"train"
12197;0;"train"
12198;0;"train"
12199;0;"train"
12200;NA;"test"
12201;1;"train"
12202;NA;"test"
12203;0;"train"
12204;NA;"test"
12205;0;"train"
12206;0;"train"
12207;0;"train"
12208;0;"train"
12209;0;"train"
12210;1;"train"
12211;NA;"test"
12212;0;"train"
12213;NA;"test"
12214;0;"train"
12215;0;"train"
12216;0;"train"
12217;NA;"test"
12218;0;"train"
12219;0;"train"
12220;0;"train"
12221;1;"train"
12222;0;"train"
12223;NA;"test"
12224;0;"train"
12225;NA;"test"
12226;0;"train"
12227;1;"train"
12228;NA;"test"
12229;0;"train"
12230;0;"train"
12231;1;"train"
12232;1;"train"
12233;NA;"test"
12234;0;"train"
12235;0;"train"
12236;0;"train"
12237;NA;"test"
12238;NA;"test"
12239;0;"train"
12240;NA;"test"
12241;0;"train"
12242;NA;"test"
12243;0;"train"
12244;0;"train"
12245;0;"train"
12246;0;"train"
12247;0;"train"
12248;NA;"test"
12249;0;"train"
12250;NA;"test"
12251;0;"train"
12252;1;"train"
12253;0;"train"
12254;0;"train"
12255;0;"train"
12256;0;"train"
12257;0;"train"
12258;0;"train"
12259;0;"train"
12260;NA;"test"
12261;NA;"test"
12262;NA;"test"
12263;NA;"test"
12264;0;"train"
12265;NA;"test"
12266;0;"train"
12267;0;"train"
12268;0;"train"
12269;1;"train"
12270;0;"train"
12271;0;"train"
12272;0;"train"
12273;0;"train"
12274;0;"train"
12275;0;"train"
12276;NA;"test"
12277;1;"train"
12278;NA;"test"
12279;0;"train"
12280;0;"train"
12281;0;"train"
12282;NA;"test"
12283;NA;"test"
12284;NA;"test"
12285;0;"train"
12286;0;"train"
12287;NA;"test"
12288;0;"train"
12289;1;"train"
12290;0;"train"
12291;0;"train"
12292;NA;"test"
12293;1;"train"
12294;0;"train"
12295;NA;"test"
12296;0;"train"
12297;NA;"test"
12298;0;"train"
12299;0;"train"
12300;0;"train"
12301;0;"train"
12302;0;"train"
12303;1;"train"
12304;0;"train"
12305;0;"train"
12306;0;"train"
12307;0;"train"
12308;0;"train"
12309;1;"train"
12310;NA;"test"
12311;0;"train"
12312;0;"train"
12313;0;"train"
12314;0;"train"
12315;NA;"test"
12316;0;"train"
12317;NA;"test"
12318;NA;"test"
12319;0;"train"
12320;0;"train"
12321;NA;"test"
12322;0;"train"
12323;NA;"test"
12324;0;"train"
12325;NA;"test"
12326;0;"train"
12327;NA;"test"
12328;NA;"test"
12329;0;"train"
12330;0;"train"
12331;NA;"test"
12332;0;"train"
12333;NA;"test"
12334;0;"train"
12335;0;"train"
12336;0;"train"
12337;0;"train"
12338;0;"train"
12339;NA;"test"
12340;0;"train"
12341;NA;"test"
12342;0;"train"
12343;1;"train"
12344;0;"train"
12345;1;"train"
12346;0;"train"
12347;0;"train"
12348;NA;"test"
12349;0;"train"
12350;NA;"test"
12351;0;"train"
12352;0;"train"
12353;1;"train"
12354;0;"train"
12355;0;"train"
12356;0;"train"
12357;NA;"test"
12358;0;"train"
12359;0;"train"
12360;0;"train"
12361;NA;"test"
12362;NA;"test"
12363;NA;"test"
12364;0;"train"
12365;NA;"test"
12366;NA;"test"
12367;0;"train"
12368;0;"train"
12369;NA;"test"
12370;0;"train"
12371;NA;"test"
12372;0;"train"
12373;0;"train"
12374;0;"train"
12375;0;"train"
12376;0;"train"
12377;NA;"test"
12378;0;"train"
12379;0;"train"
12380;0;"train"
12381;0;"train"
12382;0;"train"
12383;0;"train"
12384;NA;"test"
12385;1;"train"
12386;0;"train"
12387;0;"train"
12388;0;"train"
12389;NA;"test"
12390;0;"train"
12391;NA;"test"
12392;0;"train"
12393;NA;"test"
12394;0;"train"
12395;0;"train"
12396;NA;"test"
12397;0;"train"
12398;0;"train"
12399;0;"train"
12400;0;"train"
12401;NA;"test"
12402;0;"train"
